ID,MAX_OCC,MaxOccNo,ObjectID,LAST_UPDAT,TYPE,ESTAB_TYPE,CITY,ADDRESS,ZIP_CODE,STATE,LAT,LON
045-0048,6,6,609,2013,PUBLIC,RV PARK_CAMPGROUND,BELFIELD,UNKNOWN,58622,ND,46.88280261,-103.2000028
045-0049,100,100,610,2013,PUBLIC,HOTEL_LODGING,DICKINSON,165 26ND STREET WEST,58601,ND,46.90946595,-102.7828718
045-0050,10,10,611,2013,PRIVATE,CREW CAMP,DICKINSON,3197 11TH AVENUE SW,58601,ND,46.94950295,-102.9577768
051-0041,102,102,612,2013,PUBLIC,HOTEL_LODGING,MINOT,3420 S BROADWAY,58701,ND,48.19941887,-101.296185
051-0042,75,75,613,2013,PUBLIC,HOTEL_LODGING,MINOT,1609 35TH AVENUE SW,58701,ND,48.19871201,-101.3067655
051-0043,100,100,614,2013,PUBLIC,HOTEL_LODGING,MINOT,1510 26TH AVENUE SW,58701,ND,48.20586889,-101.3162401
051-0044,80,80,615,2013,PUBLIC,HOTEL_LODGING,MINOT,900 37TH AVENUE SW,58701,ND,48.1965699,-101.3039007
051-0045,14,14,616,2013,PUBLIC,HOTEL_LODGING,MINOT,1900 W 2 & 52 BYPASS,58701,ND,48.21189803,-101.3214
051-0046,140,140,617,2013,PUBLIC,HOTEL_LODGING,MINOT,1515 22 AVENUE SW,58701,ND,48.20975383,-101.3159038
051-0047,88,88,618,2013,PUBLIC,HOTEL_LODGING,MINOT,601 22ND AVENUE SW,58701,ND,48.20930929,-101.3133732
051-0048,68,68,619,2013,PUBLIC,HOTEL_LODGING,MINOT,1900 22ND AVENUE SW,58701,ND,48.21055319,-101.322497
051-0049,129,129,620,2013,PUBLIC,HOTEL_LODGING,MINOT,2401 ELK DRIVE,58701,ND,48.21396848,-101.3287243
051-0050,82,82,621,2013,PUBLIC,HOTEL_LODGING,MINOT,2100 4TH STREET SW,58701,ND,48.21011318,-101.2984809
051-0051,66,66,622,2013,PUBLIC,HOTEL_LODGING,MINOT,3916 N BROADWAY,58703,ND,48.27852996,-101.2954775
051-0052,63,63,623,2013,PUBLIC,HOTEL_LODGING,MINOT,900 24TH AVENUE SW,58701,ND,48.20728556,-101.3056102
051-0053,34,34,624,2013,PUBLIC,HOTEL_LODGING,MINOT,1900 BURDICK EXPY E,58701,ND,48.23148548,-101.2649334
051-0054,100,100,625,2013,PUBLIC,HOTEL_LODGING,MINOT,1937 N BROADWAY,58703,ND,48.25524936,-101.2959218
051-0055,86,86,626,2013,PUBLIC,HOTEL_LODGING,MINOT,1400 N BROADWAY,58703,ND,48.2485498,-101.2956381
051-0056,20,20,627,2013,PUBLIC,HOTEL_LODGING,MINOT,1416 S BROADWAY,58702,ND,48.22136142,-101.2960714
051-0057,66,66,628,2013,PUBLIC,HOTEL_LODGING,MINOT,300 37TH AVENUE SW,58701,ND,48.19655513,-101.2988027
004-0024,10,10,629,2013,PUBLIC,RV PARK_CAMPGROUND,FAIRFIELD,13225 UPPER MAGPIE ROAD,58627,ND,47.26967293,-103.2344747
029-0003,3,3,630,2013,PUBLIC,MOBILE HOME,GOLDEN VALLEY,230 RAILROAD AVE,58541,ND,47.28870605,-102.0611029
029-0003,4,4,631,2013,PUBLIC,RV PARK_CAMPGROUND,GOLDEN VALLEY,230 RAILROAD AVE,58541,ND,47.28870605,-102.0611029
013-0027,44,44,632,2013,UNKNOWN,MOBILE HOME,KILLDEER,315 HORIZON STREET,58640,ND,47.36993491,-102.7519333
013-0028,30,30,633,2013,UNKNOWN,MOBILE HOME,KILLDEER,316 HORIZON STREET,58640,ND,47.36993491,-102.7519333
027-0035,32,32,634,2013,PUBLIC,RV PARK_CAMPGROUND,ARNEGARD,136 AVE W HWY 85,58835,ND,47.7614069,-103.4977473
027-0008,70,70,635,2013,PUBLIC,MOBILE HOME,WATFORD CITY,3711 4TH AVE SE,58854,ND,47.80430192,-103.2208711
027-0039,6,6,636,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,908 4TH ST SW,58854,ND,47.80472237,-103.2693347
027-0043,7,7,637,2013,PUBLIC,HOTEL_LODGING,WATFORD CITY,908 4TH ST SW,58854,ND,47.80472237,-103.2693347
027-0020,13,13,638,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,720 4TH AVE NE,58854,ND,47.80472333,-103.2726646
027-0029,748,748,639,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,304 16TH AVE SW,58854,ND,47.78386797,-103.3005529
027-0012,5,5,640,2013,PUBLIC,RV PARK_CAMPGROUND,KEENE,101 2ND ST,58847,ND,47.92693768,-102.9400227
053-0113,158,158,641,2013,PUBLIC,CREW CAMP,WILLISTON,24TH AVE NE,58801,ND,48.15029747,-103.5871966
053-0147,415,415,642,2013,PUBLIC,CREW CAMP,WILLISTON,13589 57TH ST NW,58801,ND,48.24470699,-103.6189751
053-0124,90,90,643,2013,PUBLIC,MOBILE HOME,RAY,20 1ST AVE NE,58849,ND,48.34331738,-103.1652668
053-0171,9,9,644,2013,PUBLIC,RV PARK_CAMPGROUND,ALAMO,19 PARKER STREET,58830,ND,48.58095987,-103.4656457
012-0024,20,20,645,2013,PUBLIC,RV PARK_CAMPGROUND,CROSBY,1010 4TH ST SE,58730,ND,48.91339938,-103.2902085
051-0077,13,13,646,2013,PUBLIC,RV PARK_CAMPGROUND,SURREY,4TH ST NE,58785,ND,48.24211187,-101.1337281
051-0078,14,14,647,2013,PUBLIC,RV PARK_CAMPGROUND,SAWYER,8601 247TH AVENUE SE,58781,ND,47.97919224,-101.1640992
053-0157,24,24,648,2013,PRIVATE,HOTEL_LODGING,WILLISTON,13586 57TH STREET NW,58801,ND,48.23956076,-103.8935359
053-0160,27,27,649,2013,PRIVATE,MOBILE HOME,WILLISTON,UNKNOWN,58801,ND,48.14451246,-103.6214885
053-0161,6,6,650,2013,PRIVATE,MOBILE HOME,WILLISTON,UNKNOWN,58801,ND,48.14451246,-103.6214885
053-0165,5,5,651,2013,PRIVATE,MOBILE HOME,WILLISTON,UNKNOWN,58801,ND,48.14451246,-103.6214885
053-0169,89,89,652,2013,PUBLIC,HOTEL_LODGING,WILLISTON,200 26TH STREET,58801,ND,48.16877824,-103.6245499
053-0170,69,69,653,2013,PUBLIC,HOTEL_LODGING,WILLISTON,1325 19th Ave W,58801,ND,48.15566762,-103.6517789
053-0172,122,122,654,2013,PUBLIC,HOTEL_LODGING,WILLISTON,1001 WEST 24 STREET,58801,ND,48.16655576,-103.6410796
053-0173,6,6,655,2013,PUBLIC,RV PARK_CAMPGROUND,RAY,507 RAILROAD AVENUE,58849,ND,48.34193176,-103.160096
053-0174,248,248,656,2013,PUBLIC,HOTEL_LODGING,WILLISTON,121 WELL STREET W,58801,ND,48.19465079,-103.625336
053-0175,437,437,657,2013,PUBLIC,RV PARK_CAMPGROUND,WILLISTON,947 ENERGY STREET,58801,ND,48.23385291,-103.6149548
053-0176,25,25,658,2013,PUBLIC,HOTEL_LODGING,WILLISTON,340 26th St E ,58801,ND,48.16863165,-103.6196611
005-0012,45,45,659,2013,PUBLIC,HOTEL_LODGING,BOTTINEAU,1109 11TH ST EAST,58318,ND,48.82072209,-100.4289302
027-0086,12,12,660,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,UNKNOWN,58854,ND,47.799345,-103.283109
027-0088,12,12,661,2013,PUBLIC,HOTEL_LODGING,WATFORD CITY,UNKNOWN,58854,ND,47.799345,-103.283109
027-0089,14,14,662,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,12208 26 N ST NW,58854,ND,47.7902996,-103.3400102
027-0090,20,20,663,2013,PUBLIC,HOTEL_LODGING,WATFORD CITY,2046 125 EAST AVENUE NW,58854,ND,47.81144707,-103.2620543
027-0091,12,12,664,2013,PUBLIC,RV PARK_CAMPGROUND,KEENE,103 MAIN STREET,58847,ND,47.92695739,-102.9414924
027-0092,12,12,665,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,2028 125TH AVENUE NW,58854,ND,47.81039296,-103.2620495
027-0093,6,6,666,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,3001 HIGHWAY 23,58854,ND,47.8494285,-102.9415816
027-0094,26,26,667,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,2008 17TH AVE NE,58854,ND,47.81888832,-103.2191496
027-0097,28,28,668,2013,PUBLIC,HOTEL_LODGING,WATFORD CITY,2312 12 STREET NE,58854,ND,47.79676911,-103.2622863
027-0098,6,6,669,2013,PUBLIC,MOBILE HOME,WATFORD CITY,2312 12 STREET NE,58854,ND,47.79676911,-103.2622863
027-0099,77,77,670,2013,PUBLIC,MOBILE HOME,WATFORD CITY,962 125 AVENUE,58854,ND,47.68907674,-103.2617376
029-0028,4,4,671,2013,PUBLIC,RV PARK_CAMPGROUND,GOLDEN VALLEY,UNKNOWN,58541,ND,47.28972391,-102.0646074
029-0029,91,91,672,2013,PUBLIC,HOTEL_LODGING,STANTON,312 HARMON AVENUE,58571,ND,47.32101181,-101.3813926
031-0099,7,7,673,2013,PUBLIC,RV PARK_CAMPGROUND,WHITE EARTH,UNKNOWN,58794,ND,48.38043061,-102.773275
045-0051,6,6,674,2013,PUBLIC,RV PARK_CAMPGROUND,TAYLOR,120 CHESTNUT AVENUE,58656,ND,46.90193097,-102.4191016
053-0177,5,5,675,2013,PUBLIC,MOBILE HOME,RAY,UNKNOWN,58849,ND,48.34231741,-103.1656109
053-0178,72,72,676,2013,PUBLIC,HOTEL_LODGING,WILLISTON,13553 HIGHWAY 2,58801,ND,48.14031952,-103.8415163
053-0179,266,266,677,2013,PUBLIC,CREW_CAMP,WILLISTON,5048 OWAN INDUSTRIAL PARK DRIVE,58801,ND,48.29385137,-103.6944459
004-0025,226,226,678,2013,PUBLIC,RV PARK_CAMPGROUND,MEDORA,3370 POOL DRIVE,58645,ND,46.921678,-103.53101
004-0026,6,6,679,2013,PUBLIC,RV PARK_CAMPGROUND,BELFIELD,12256 29TH ST SW,58622,ND,46.992475,-103.086594
027-0087,96,96,680,2013,PUBLIC,MOBILE HOME,WATFORD CITY,UNKNOWN,58854,ND,47.750542,-103.288306
027-0095,UNKNOWN,,681,2013,PRIVATE,CREW CAMP,GRASSY BUTTE,UNKNOWN,58634,ND,47.384417,-103.239822
001-0001,25,25,682,2013,PUBLIC,RV PARK_CAMPGROUND,HETTINGER,1200 2ND AVE SW,58639,ND,45.98847423,-102.8808693
045-0028,150,150,683,2013,PUBLIC,RV PARK_CAMPGROUND,DICKINSON,2320 BUCKSKIN DR,58601,ND,46.9068666,-102.7764178
045-0028,50,50,684,2013,PUBLIC,RV PARK_CAMPGROUND,DICKINSON,2320 BUCKSKIN DR,58601,ND,46.90686662,-102.7764179
045-0022,18,18,685,2013,PUBLIC,RV PARK_CAMPGROUND,BELFIELD,402 3RD AVE SW,58622,ND,46.88190059,-103.2047833
045-0024,14,14,686,2013,PUBLIC,MOBILE HOME,RICHARDTON,3RD AVE EAST,58652,ND,46.88682574,-102.3093891
045-0024,6,6,687,2013,PUBLIC,RV PARK_CAMPGROUND,RICHARDTON,3RD AVE EAST,58652,ND,46.88682574,-102.3093891
017-0009,16,16,688,2013,PUBLIC,HOTEL_LODGING,BEACH,3291 HWY 16,58621,ND,46.93530085,-104.0077638
029-0002,10,10,689,2013,PUBLIC,RV PARK_CAMPGROUND,BEULAH,1101 HWY 49 S,58523,ND,47.25866216,-101.7857497
